map,length,fights_won,fights_lost,followers_killed,buildings_destroyed,shamans_killed,followers_lost,buildings_lost,shaman_deaths,value,good
18,2656,12,0,13,2,7,160,8,14,0.533333333333,True
16,618,3,1,22,1,4,3,0,2,0.533333333333,True
16,641,4,0,3,0,2,22,0,4,0.533333333333,True
1218,2594,44,11,125,27,7,86,1,6,0.4,False
1218,2605,36,46,78,4,6,134,27,7,0.4,False
17,1931,10,1,136,16,8,46,0,5,0.533333333333,True
17,1934,4,8,43,1,4,139,12,7,0.533333333333,True
20,1998,85,27,221,9,14,94,9,7,0.533333333333,True
20,1997,46,51,96,11,6,225,9,14,0.533333333333,True
16,1311,42,22,115,14,6,77,0,12,0.466666666667,False
16,1308,41,27,76,2,12,129,7,6,0.466666666667,False
19,3414,68,38,224,24,18,166,1,11,0.466666666667,False
19,0,0,0,0,0,0,0,0,0,0.466666666667,False
16,885,29,102,31,6,4,155,14,8,0.333333333333,False
16,879,133,10,155,32,8,33,0,4,0.333333333333,False
16,1160,121,42,142,45,8,96,2,5,0.4,False
16,1156,68,85,94,10,5,145,36,8,0.4,False
208,783,0,0,27,4,3,0,0,0,0.466666666667,False
208,760,0,0,0,0,0,34,2,3,0.466666666667,False
370,592,0,0,0,0,0,0,0,0,0.466666666667,False
370,615,0,0,0,0,0,66,1,1,0.466666666667,False
370,624,0,0,4,0,0,0,0,0,0.466666666667,False
370,645,0,0,0,0,0,72,2,1,0.466666666667,False
16,1067,67,24,134,29,9,51,0,9,0.466666666667,False
16,1091,34,78,50,1,9,133,23,9,0.466666666667,False
370,1014,0,0,0,0,1,0,0,0,0.466666666667,False
370,1026,0,0,0,0,0,113,5,1,0.466666666667,False
16,139,0,0,0,0,0,0,0,0,0.533333333333,True
16,0,0,0,0,0,0,0,0,0,0.533333333333,True
931,595,3,0,35,2,4,0,0,2,0.533333333333,True
931,0,0,0,0,0,0,0,0,0,0.533333333333,True
16,723,33,2,83,3,8,22,0,3,0.466666666667,False
16,728,21,15,21,0,3,85,1,8,0.466666666667,False
370,489,0,0,0,0,0,56,5,2,0.266666666667,False
370,482,0,0,11,1,2,0,0,0,0.266666666667,False
16,1092,77,14,127,22,8,43,0,6,0.6,True
16,1087,27,80,39,0,6,128,10,8,0.6,True
370,534,0,0,6,0,1,0,0,0,0.533333333333,True
370,524,0,0,0,0,0,59,2,1,0.533333333333,True
16,2451,141,61,318,34,18,243,15,17,0.6,True
16,1025,31,40,16,1,4,106,6,6,0.6,True
16,1236,42,6,88,9,10,38,0,10,0.466666666667,False
16,1242,10,31,37,0,9,92,5,10,0.466666666667,False
16,1227,74,26,141,25,5,52,2,9,0.533333333333,True
16,1220,55,28,50,2,9,68,11,4,0.533333333333,True
370,648,0,0,3,0,1,0,0,0,0.333333333333,False
370,645,0,0,0,0,0,59,0,1,0.333333333333,False
17,1387,64,24,126,40,5,27,0,3,0.533333333333,True
17,1389,23,70,26,0,3,136,36,5,0.533333333333,True
19,962,5,3,10,1,0,68,3,3,0.4,False
19,962,30,1,71,5,3,13,0,1,0.4,False
133,999,16,17,22,0,2,75,10,4,0.466666666667,False
133,982,40,3,69,16,4,26,0,2,0.466666666667,False
16,802,23,5,43,2,4,20,0,4,0.533333333333,True
16,782,18,19,20,0,4,44,0,4,0.533333333333,True
16,416,0,0,3,0,1,7,0,0,0.6,True
16,444,0,0,7,0,0,3,0,1,0.6,True
16,1239,30,1,147,37,7,8,0,2,0.533333333333,True
16,1252,21,15,10,1,2,154,21,7,0.533333333333,True
1218,854,1,1,12,0,1,1,0,0,0.533333333333,True
1218,827,3,0,1,0,0,13,0,1,0.533333333333,True
928,1235,64,1,125,19,8,7,1,3,0.533333333333,True
928,1220,5,64,7,0,3,129,17,8,0.533333333333,True
928,1232,118,16,144,28,8,47,0,5,0.533333333333,True
928,1217,52,75,45,1,5,149,23,8,0.533333333333,True
16,1535,20,2,31,10,1,7,0,1,0.533333333333,True
16,1528,4,31,3,0,1,31,10,2,0.533333333333,True
16,2366,140,8,210,27,2,7,0,1,0.533333333333,True
16,2362,11,199,7,0,2,210,27,3,0.533333333333,True
17,1242,44,8,95,30,6,33,0,3,0.466666666667,False
17,1229,18,44,35,1,3,108,25,6,0.466666666667,False
17,913,27,2,67,26,7,40,1,1,0.466666666667,False
17,912,14,21,31,1,0,67,22,7,0.466666666667,False
17,955,38,4,124,36,7,10,0,1,0.533333333333,True
17,937,21,44,10,0,1,131,35,7,0.533333333333,True
17,657,0,0,0,0,0,0,0,0,0.4,False
17,656,0,0,0,0,0,0,0,0,0.4,False
16,2106,116,122,134,7,12,232,34,12,0.533333333333,True
16,2122,103,51,230,51,12,144,4,12,0.533333333333,True
17,950,40,17,67,9,6,36,1,3,0.466666666667,False
17,969,29,36,39,5,3,72,7,6,0.466666666667,False
16,804,25,18,22,0,2,45,9,4,0.6,True
16,799,20,12,43,9,4,20,0,2,0.6,True
690,971,6,1,67,8,4,4,0,3,0.533333333333,True
690,954,19,1,47,3,2,113,2,4,0.533333333333,True
16,1272,65,27,162,44,12,53,6,5,0.533333333333,True
16,1270,48,85,53,6,5,164,29,12,0.533333333333,True
18,1583,12,2,74,25,9,19,0,5,0.466666666667,False
18,1593,16,9,14,0,4,82,18,9,0.466666666667,False
17,527,0,0,0,0,0,0,0,0,0.466666666667,False
17,524,0,0,0,0,0,0,0,0,0.466666666667,False
370,956,3,0,3,0,5,63,2,5,0.533333333333,True
370,945,58,0,38,3,5,3,0,5,0.533333333333,True
17,2370,61,14,265,6,5,316,17,14,0.466666666667,False
17,2397,54,35,205,22,14,166,1,5,0.466666666667,False
16,2082,163,134,144,14,12,310,60,10,0.466666666667,False
16,2079,149,76,302,64,10,147,11,13,0.466666666667,False
19,3028,121,31,138,0,5,114,2,1,0.4,False
19,3018,34,94,110,2,1,138,0,5,0.4,False
18,1660,15,1,79,7,5,40,6,3,0.8,True
18,1667,1,9,105,9,3,155,7,5,0.8,True
370,1795,48,2,104,19,7,81,1,3,0.533333333333,True
370,1787,25,10,73,9,3,108,15,7,0.533333333333,True
16,1256,167,7,117,29,9,43,0,4,0.533333333333,True
16,1228,26,73,42,1,4,120,21,9,0.533333333333,True
17,1004,1,0,76,8,6,0,0,0,0.533333333333,True
17,1005,7,0,0,1,0,81,2,6,0.533333333333,True
17,1340,40,2,202,45,9,36,0,2,0.533333333333,True
17,1359,24,26,39,0,2,205,39,9,0.533333333333,True
16,1398,123,17,186,58,12,52,1,8,0.533333333333,True
16,1402,27,148,51,5,8,187,51,12,0.533333333333,True
16,512,7,0,17,0,2,11,0,1,0.466666666667,False
16,511,0,7,0,0,0,7,0,1,0.466666666667,False
1139,795,3,0,6,0,2,8,0,5,0.466666666667,False
1139,802,10,1,8,0,5,6,0,2,0.466666666667,False
370,619,0,0,0,0,0,66,12,1,0.533333333333,True
370,620,0,0,0,0,0,0,0,0,0.533333333333,True
16,175,1,0,1,0,0,0,0,0,0.466666666667,False
16,0,0,0,0,0,0,0,0,0,0.466666666667,False
19,1294,45,3,106,8,5,13,0,2,0.533333333333,True
19,1294,5,32,13,0,2,112,7,5,0.533333333333,True
19,1404,54,1,80,9,5,8,0,1,0.6,True
19,1424,8,38,10,0,1,83,7,5,0.6,True
16,1409,77,31,201,20,8,117,3,5,0.4,False
16,0,0,0,0,0,0,0,0,0,0.4,False
19,1360,29,14,91,12,7,37,0,1,0.533333333333,True
19,1365,32,10,26,0,1,96,6,7,0.533333333333,True
16,897,47,2,58,20,7,22,1,3,0.6,True
16,906,33,38,22,2,3,60,10,7,0.6,True
16,1797,68,34,203,39,15,92,2,8,0.6,True
16,1786,38,40,86,4,7,208,17,15,0.6,True
19,1638,69,41,87,0,1,40,0,0,0.4,False
19,1617,41,54,40,0,0,87,0,1,0.4,False
18,2785,154,34,244,11,11,293,1,4,0.533333333333,True
18,2766,200,84,190,2,4,144,12,13,0.533333333333,True
16,690,28,7,58,12,4,9,1,3,0.6,True
16,685,14,39,12,3,3,62,9,4,0.6,True
16,2168,34,3,231,22,10,53,4,12,0.466666666667,False
16,2171,4,28,49,7,12,236,10,10,0.466666666667,False
16,2106,3,0,205,14,6,29,2,4,0.733333333333,True
16,2107,0,1,28,2,4,186,6,5,0.733333333333,True
370,754,0,0,0,0,0,63,6,2,0.533333333333,True
370,752,0,0,2,0,2,0,0,0,0.533333333333,True
370,1104,0,0,41,1,3,42,0,0,0.333333333333,False
370,1098,0,0,42,0,0,53,0,3,0.333333333333,False
16,1791,100,48,235,40,14,96,1,14,0.4,False
16,1788,62,134,126,7,14,272,24,14,0.4,False
17,1050,19,58,28,0,3,96,31,4,0.333333333333,False
17,1068,48,6,95,31,4,34,0,3,0.333333333333,False
1218,3827,96,61,150,19,11,306,29,5,0.533333333333,True
1218,3835,127,56,294,31,5,149,19,13,0.533333333333,True
16,499,14,1,32,8,6,6,0,1,0.6,True
16,499,1,22,5,1,1,33,6,6,0.6,True
16,824,2,0,189,15,1,145,0,4,0.333333333333,False
16,821,4,2,0,0,3,44,10,1,0.333333333333,False
16,1739,79,10,145,14,4,67,0,1,0.466666666667,False
16,1740,17,63,67,9,1,148,3,4,0.466666666667,False
370,1602,29,6,109,18,6,17,0,0,0.533333333333,True
370,1601,29,44,16,0,0,126,12,7,0.533333333333,True
16,1022,13,51,23,3,6,115,14,8,0.466666666667,False
16,1035,54,5,111,21,8,23,1,6,0.466666666667,False
16,943,41,12,111,11,10,46,0,4,0.6,True
16,928,20,21,46,7,4,112,12,10,0.6,True
19,4334,29,2,116,6,10,282,4,21,0.533333333333,True
19,4312,5,27,282,13,19,134,2,12,0.533333333333,True
370,495,2,0,8,0,5,1,0,2,0.6,True
370,501,0,1,0,0,2,4,0,5,0.6,True
16,1209,23,68,56,8,3,122,7,6,0.4,False
16,1190,68,12,118,2,6,57,1,3,0.4,False
19,146,0,0,0,0,0,0,0,0,0.333333333333,False
19,0,0,0,0,0,0,0,0,0,0.333333333333,False
19,1969,35,12,79,7,14,181,8,8,0.466666666667,False
19,1966,22,4,79,7,7,64,1,15,0.466666666667,False
18,6285,37,58,293,17,21,290,5,22,0.466666666667,False
18,6293,94,17,275,16,21,342,13,22,0.466666666667,False
16,1649,110,60,203,20,10,143,3,10,0.533333333333,True
16,1652,144,141,147,13,9,244,15,10,0.533333333333,True
17,751,11,51,19,3,1,82,25,3,0.466666666667,False
17,753,44,5,82,21,3,26,1,1,0.466666666667,False
16,1383,80,35,215,25,10,77,4,8,0.466666666667,False
16,1382,118,90,76,6,8,224,14,10,0.466666666667,False
16,597,0,0,50,0,1,50,0,1,0.466666666667,False
16,598,0,0,0,0,0,0,0,0,0.466666666667,False
18,3390,58,5,100,9,3,30,0,0,0.533333333333,True
18,3391,6,34,27,1,0,176,9,3,0.533333333333,True
16,1313,26,21,72,4,3,35,1,4,0.533333333333,True
16,1328,37,10,110,1,4,153,2,3,0.533333333333,True
16,443,17,4,25,11,8,9,0,0,0.6,True
16,436,12,19,9,0,0,25,11,8,0.6,True
16,730,20,10,38,3,2,14,0,4,0.6,True
16,731,5,18,11,0,4,26,1,2,0.6,True
16,5358,62,13,364,20,40,348,30,20,0.466666666667,False
16,5362,56,19,154,30,16,176,13,42,0.466666666667,False
30,1305,78,65,114,12,2,112,8,9,0.466666666667,False
30,1332,64,46,111,12,9,114,5,2,0.466666666667,False
30,945,50,4,92,30,8,13,0,3,0.533333333333,True
30,933,9,64,11,0,3,93,25,8,0.533333333333,True
16,1706,128,119,196,9,13,178,5,5,0.4,False
16,1724,105,69,168,9,5,190,9,13,0.4,False
16,725,9,11,32,2,1,43,6,2,0.466666666667,False
16,731,39,2,43,7,2,31,0,1,0.466666666667,False
385,536,9,12,8,0,1,15,0,0,0.6,True
385,509,6,10,15,0,0,8,0,1,0.6,True
20,3053,51,5,333,37,14,100,0,7,0.533333333333,True
20,3076,36,59,93,1,6,333,30,14,0.533333333333,True
16,2031,58,27,210,15,22,124,3,12,0.733333333333,True
16,2023,38,26,122,10,12,210,14,22,0.733333333333,True
16,1780,75,84,71,6,11,262,29,12,0.466666666667,False
16,1768,82,39,244,45,11,76,4,10,0.466666666667,False
17,3013,144,85,379,27,10,283,1,2,0.4,False
17,3037,122,112,264,3,2,365,24,10,0.4,False
16,4168,310,170,621,87,24,508,21,30,0.466666666667,False
16,4165,222,258,532,35,30,699,66,24,0.466666666667,False
352,2695,167,72,457,20,19,244,6,11,0.6,True
352,2691,116,163,239,13,11,467,15,19,0.6,True
1216,2082,101,95,60,17,5,211,10,2,0.533333333333,True
1216,2079,131,56,215,14,1,75,17,5,0.533333333333,True
370,744,0,0,14,0,2,0,0,0,0.533333333333,True
370,735,0,0,0,0,0,81,2,2,0.533333333333,True
1120,1136,0,0,0,0,8,0,0,11,0.466666666667,False
1120,1113,0,0,0,0,13,0,0,10,0.466666666667,False
20,3448,13,23,101,2,5,150,5,11,0.533333333333,True
20,3433,31,7,164,11,11,124,1,5,0.533333333333,True
16,2123,78,39,293,42,15,134,9,12,0.533333333333,True
16,2121,75,98,131,13,12,302,24,15,0.533333333333,True
16,1263,36,91,55,2,9,147,31,9,0.4,False
16,1262,86,25,147,43,8,56,1,9,0.4,False
16,1531,14,67,27,0,6,137,11,9,0.6,True
16,1529,69,12,159,15,9,50,0,6,0.6,True
368,1235,93,16,88,0,1,37,0,0,0.533333333333,True
368,1211,8,57,36,2,0,90,0,1,0.533333333333,True
16,1341,50,66,120,29,6,110,8,4,0.533333333333,True
16,1329,97,34,116,8,4,133,10,6,0.533333333333,True
385,1876,33,54,65,2,5,163,14,11,0.466666666667,False
385,1873,72,31,162,16,11,64,0,5,0.466666666667,False
20,1617,167,50,228,29,7,89,5,3,0.533333333333,True
20,1621,67,170,89,9,3,233,26,8,0.533333333333,True
16,1205,44,10,71,22,8,21,1,5,0.4,False
16,1183,30,44,26,1,5,74,17,8,0.4,False
16,883,52,1,98,6,4,7,0,0,0.533333333333,True
16,904,10,78,6,0,0,97,6,4,0.533333333333,True
16,1062,45,3,111,38,6,17,2,4,0.533333333333,True
16,1049,7,50,20,0,4,116,35,6,0.533333333333,True
16,781,11,3,7,0,3,53,7,9,0.6,True
16,775,23,1,53,10,9,7,0,3,0.6,True
16,931,12,28,10,0,2,85,5,10,0.6,True
16,922,47,2,89,8,10,14,0,2,0.6,True
16,2991,3,0,102,11,6,6,0,0,0.466666666667,False
16,3015,65,1,0,0,0,78,6,6,0.466666666667,False
902,2218,13,34,38,3,1,82,4,8,0.6,True
902,2231,55,6,81,8,6,40,0,2,0.6,True
17,1352,80,74,112,21,8,123,2,5,0.4,False
17,1350,77,57,122,3,4,113,17,8,0.4,False
173,592,44,20,70,4,6,31,0,0,0.533333333333,True
173,597,30,55,31,2,0,70,7,6,0.533333333333,True
16,3976,60,26,290,24,12,36,4,7,0.466666666667,False
16,3974,121,73,83,5,7,345,18,12,0.466666666667,False
17,1379,83,2,179,33,7,86,3,6,0.466666666667,False
17,1366,14,67,73,8,6,176,26,7,0.466666666667,False
16,712,0,0,4,0,0,8,1,7,0.6,True
16,640,35,0,8,1,7,4,0,0,0.6,True
16,658,3,0,51,6,4,3,0,1,0.666666666667,True
16,870,0,1,3,0,1,52,2,5,0.666666666667,True
16,1101,77,14,136,37,9,47,0,5,0.466666666667,False
16,1098,53,91,39,2,5,138,20,9,0.466666666667,False
16,840,23,0,79,15,6,11,0,2,0.466666666667,False
16,853,13,18,11,1,2,81,6,6,0.466666666667,False
18,1554,17,8,136,23,11,47,0,7,0.466666666667,False
18,0,0,0,0,0,0,0,0,0,0.466666666667,False
16,1524,153,41,228,64,12,89,0,10,0.533333333333,True
16,1517,70,143,83,8,10,236,44,12,0.533333333333,True
16,914,24,10,29,1,7,57,0,8,0.6,True
16,914,24,7,114,1,8,82,0,7,0.6,True
20,730,37,2,53,25,6,5,0,1,0.533333333333,True
20,708,5,48,5,0,1,61,24,6,0.533333333333,True
16,979,37,32,91,28,11,41,0,2,0.466666666667,False
16,991,69,18,40,0,2,92,15,11,0.466666666667,False
16,1243,59,17,142,19,7,51,5,6,0.533333333333,True
16,1244,68,36,50,8,6,146,10,7,0.533333333333,True
16,732,2,0,47,6,1,15,0,2,0.466666666667,False
16,759,5,0,13,2,2,48,1,1,0.466666666667,False
16,673,0,0,112,0,0,128,0,1,0.466666666667,False
16,659,0,0,0,0,0,0,0,0,0.466666666667,False
16,671,23,5,30,7,4,12,0,0,0.533333333333,True
16,657,7,17,10,0,0,22,6,3,0.533333333333,True
16,531,0,0,0,0,0,0,0,0,0.533333333333,True
16,509,0,0,0,0,0,0,0,0,0.533333333333,True
16,4417,110,25,586,70,31,415,24,22,0.466666666667,False
16,4426,154,14,216,27,23,474,51,34,0.466666666667,False
29,1802,35,18,121,19,13,65,1,6,0.466666666667,False
29,1808,22,28,61,2,6,121,12,13,0.466666666667,False
16,0,0,0,0,0,0,0,0,0,0.4,False
16,753,0,0,0,0,1,0,0,2,0.4,False
16,526,1,2,19,0,3,6,0,1,0.466666666667,False
16,533,3,1,6,0,1,19,0,3,0.466666666667,False
16,1088,7,2,14,0,1,21,4,4,0.533333333333,True
16,1074,2,1,25,7,5,15,0,1,0.533333333333,True
16,1734,16,22,38,9,7,31,0,0,0.533333333333,True
16,1733,77,11,39,0,0,47,9,7,0.533333333333,True
30,556,14,5,28,3,3,7,0,1,0.466666666667,False
30,586,9,11,7,0,1,28,1,3,0.466666666667,False
18,2089,3,6,54,8,4,28,0,0,0.533333333333,True
18,2090,6,1,11,0,0,55,4,4,0.533333333333,True
370,841,16,9,34,1,3,39,2,4,0.333333333333,False
370,827,22,6,38,5,4,36,0,3,0.333333333333,False
29,498,9,14,18,5,1,57,6,1,0.533333333333,True
29,491,14,1,39,3,1,0,0,1,0.533333333333,True
17,503,3,33,8,0,1,35,0,1,0.533333333333,True
17,499,17,0,35,0,1,8,0,1,0.533333333333,True
29,595,9,4,11,0,1,4,0,1,0.6,True
29,595,5,9,3,0,1,10,0,1,0.6,True
370,582,10,0,10,1,3,8,0,5,0.4,False
370,602,2,5,8,0,5,8,0,3,0.4,False
16,1692,21,20,117,3,9,140,1,3,0.6,True
16,1690,17,5,211,11,3,194,7,9,0.6,True
16,1147,29,13,63,11,6,31,0,5,0.333333333333,False
16,1146,38,13,30,3,5,62,0,6,0.333333333333,False
19,4553,42,15,213,24,4,87,5,9,0.533333333333,True
19,4551,24,48,75,6,7,237,17,4,0.533333333333,True
16,651,0,0,0,0,1,51,3,1,0.6,True
16,652,0,0,50,4,1,0,0,2,0.6,True
16,544,5,3,1,0,0,17,0,2,0.466666666667,False
16,551,8,1,15,3,2,4,0,0,0.466666666667,False
16,2838,133,100,96,2,1,167,0,3,0.533333333333,True
16,2954,83,88,167,2,2,97,2,1,0.533333333333,True
16,1336,56,54,103,6,5,126,11,8,0.6,True
16,1334,63,52,124,17,7,107,0,5,0.6,True
16,1390,3,1,1,0,2,2,0,0,0.533333333333,True
16,0,0,0,0,0,0,0,0,0,0.533333333333,True
16,678,15,15,10,0,1,40,10,5,0.4,False
16,678,26,10,37,11,5,11,0,1,0.4,False
16,1390,18,35,76,3,9,155,9,6,0.533333333333,True
16,1380,33,5,154,13,6,77,0,9,0.533333333333,True
928,1866,72,43,93,6,14,171,8,11,0.466666666667,False
928,1856,56,23,170,13,11,102,3,14,0.466666666667,False
16,2024,108,93,201,10,14,325,35,11,0.533333333333,True
16,2024,142,67,308,46,10,196,5,14,0.533333333333,True
16,406,29,3,55,6,3,7,0,0,0.6,True
16,408,9,37,6,0,0,55,3,3,0.6,True
30,1031,25,2,94,14,8,9,0,1,0.6,True
30,1005,5,26,8,0,1,93,5,8,0.6,True
928,2258,76,14,270,20,5,146,14,5,0.6,True
928,2259,60,38,126,18,5,282,17,5,0.6,True
16,1917,50,11,136,4,2,109,0,1,0.466666666667,False
16,1922,21,24,10,0,1,39,2,2,0.466666666667,False
19,698,3,19,13,0,1,29,5,2,0.466666666667,False
19,702,22,2,32,4,2,16,0,1,0.466666666667,False
17,1073,60,17,110,8,3,81,0,3,0.533333333333,True
17,1086,24,24,80,4,3,116,1,3,0.533333333333,True
30,1360,136,26,217,33,6,59,1,10,0.466666666667,False
30,1349,54,168,59,2,10,220,28,6,0.466666666667,False
29,859,32,11,84,7,9,33,0,4,0.466666666667,False
29,872,19,25,27,2,4,84,3,9,0.466666666667,False
29,1737,28,13,40,2,3,106,9,9,0.333333333333,False
29,1706,13,15,101,15,8,41,1,3,0.333333333333,False
29,589,0,0,24,0,0,24,0,1,0.466666666667,False
29,587,0,0,0,0,0,1,0,0,0.466666666667,False
30,1714,140,33,245,22,12,116,10,9,0.466666666667,False
30,1713,44,116,108,18,7,246,21,12,0.466666666667,False
30,1456,107,26,236,37,11,80,0,5,0.6,True
30,1445,63,162,77,5,5,237,31,11,0.6,True
29,167,1,0,0,0,0,9,0,0,0.466666666667,False
29,0,0,0,0,0,0,0,0,0,0.466666666667,False
30,1699,98,191,111,4,9,254,62,14,0.533333333333,True
30,1702,176,64,257,72,14,123,0,10,0.533333333333,True
30,1089,7,0,74,23,7,1,0,2,0.466666666667,False
30,1073,25,1,1,1,2,75,9,7,0.466666666667,False
129,5295,151,142,531,46,36,299,12,22,0.533333333333,True
129,5298,241,120,271,22,19,565,30,37,0.533333333333,True
29,1544,48,28,111,9,11,154,12,7,0.466666666667,False
29,1533,41,19,152,13,7,110,3,11,0.466666666667,False
16,1263,74,20,190,33,13,74,0,5,0.466666666667,False
16,1276,52,95,71,3,5,189,18,13,0.466666666667,False
166,995,4,8,28,6,3,15,0,2,0.466666666667,False
166,993,26,5,15,0,2,21,2,3,0.466666666667,False
16,1782,22,18,72,3,16,48,1,6,0.533333333333,True
16,1788,22,14,49,2,6,71,3,16,0.533333333333,True
134,1226,13,0,71,22,10,17,0,4,0.533333333333,True
134,1220,20,7,13,2,3,76,15,10,0.533333333333,True
30,3083,173,205,247,19,17,361,47,19,0.333333333333,False
30,3065,232,102,356,58,19,262,9,17,0.333333333333,False
209,3114,183,65,326,59,17,186,2,14,0.533333333333,True
209,3114,100,193,181,9,13,324,45,17,0.533333333333,True
29,1302,58,40,67,3,10,146,13,8,0.466666666667,False
29,1289,48,34,135,22,8,67,0,10,0.466666666667,False
1216,835,12,8,24,5,3,10,1,0,0.533333333333,True
1216,836,15,6,10,1,0,26,3,3,0.533333333333,True
16,1475,83,26,103,23,10,63,5,4,0.333333333333,False
16,1454,36,71,61,7,4,109,23,10,0.333333333333,False
1217,1733,68,7,202,20,10,40,0,2,0.533333333333,True
1217,1734,12,29,44,5,2,208,5,10,0.533333333333,True
1218,1943,13,10,109,19,31,25,0,3,0.533333333333,True
1218,1942,10,7,24,0,3,115,14,31,0.533333333333,True
1221,777,39,7,35,10,4,6,0,1,0.533333333333,True
1221,777,4,43,6,0,1,35,11,4,0.533333333333,True
29,773,8,1,38,4,5,83,2,11,0.466666666667,False
29,785,7,4,83,3,11,38,3,5,0.466666666667,False
928,3229,40,15,49,33,4,40,17,10,0.466666666667,False
928,3233,21,31,39,0,8,60,6,3,0.466666666667,False
370,737,0,0,11,0,2,0,0,0,0.466666666667,False
370,746,0,0,0,0,0,87,8,2,0.466666666667,False
16,573,0,0,2,0,0,0,0,0,0.333333333333,False
16,574,0,0,13,0,1,31,0,1,0.333333333333,False
30,2451,171,68,302,44,14,180,7,9,0.4,False
30,2453,102,104,178,19,9,305,27,15,0.4,False
30,2998,250,150,477,63,17,323,11,22,0.533333333333,True
30,2983,218,234,331,27,22,494,48,17,0.533333333333,True
29,1093,7,4,93,3,6,30,0,8,0.733333333333,True
29,1079,15,4,29,5,8,97,0,6,0.733333333333,True
29,946,11,2,60,7,9,9,0,4,0.6,True
29,957,11,2,9,1,4,60,7,9,0.6,True
16,166,0,0,0,0,0,0,0,0,0.466666666667,False
16,152,0,0,0,0,0,0,0,0,0.466666666667,False
148,925,22,1,69,19,5,32,1,5,0.533333333333,True
148,906,15,29,32,5,4,74,11,5,0.533333333333,True
368,723,0,0,0,0,0,94,4,1,0.466666666667,False
368,705,0,0,12,1,0,2,0,0,0.466666666667,False
29,858,18,12,70,5,10,18,0,2,0.6,True
29,838,25,16,23,0,2,75,1,10,0.6,True
370,668,0,0,0,0,0,0,0,0,0.466666666667,False
370,680,0,0,0,0,0,67,2,1,0.466666666667,False
370,672,0,0,0,0,0,1,0,0,0.466666666667,False
370,683,0,0,0,0,0,74,1,2,0.466666666667,False
900,690,19,8,29,6,6,18,1,2,0.466666666667,False
900,671,14,11,18,1,2,30,4,6,0.466666666667,False
30,909,11,5,81,9,4,10,0,2,0.466666666667,False
30,894,27,9,8,0,2,81,3,4,0.466666666667,False
160,771,41,2,27,0,1,37,0,4,0.333333333333,False
160,756,10,22,39,2,4,29,0,1,0.333333333333,False
17,2375,144,58,233,47,13,185,3,8,0.4,False
17,2373,71,114,159,8,7,232,37,14,0.4,False
27,531,0,0,0,0,0,2,0,0,0.6,True
27,526,0,0,0,0,0,0,0,0,0.6,True
368,760,36,1,61,2,9,9,0,1,0.4,False
368,762,11,31,9,0,1,64,1,9,0.4,False
17,1032,40,9,68,5,4,43,1,4,0.466666666667,False
17,0,0,0,0,0,0,0,0,0,0.466666666667,False
386,1281,41,14,52,1,4,70,3,6,0.6,True
386,1273,34,32,69,4,6,52,0,4,0.6,True
29,1422,49,48,110,3,12,119,8,12,0.6,True
29,1402,56,33,110,7,12,112,1,12,0.6,True
352,818,18,91,13,0,0,92,16,2,0.6,True
352,816,81,13,93,16,2,14,0,0,0.6,True
368,742,16,31,15,0,1,57,1,4,0.533333333333,True
368,732,24,2,56,4,4,18,0,1,0.533333333333,True
1216,1424,0,0,0,0,0,0,0,0,0.6,True
1216,1446,0,0,0,0,0,0,0,0,0.6,True
30,1721,180,125,165,16,12,259,29,12,0.466666666667,False
30,1720,95,79,229,35,11,142,12,12,0.466666666667,False
1216,7332,1,2,1,0,0,2,0,0,0.6,True
1216,7343,8,1,2,0,0,1,0,1,0.6,True
304,813,12,4,40,1,2,7,0,0,0.6,True
304,813,7,1,6,0,0,54,0,2,0.6,True
272,190,0,0,0,0,0,0,0,0,0.466666666667,False
272,188,0,0,0,0,0,0,0,0,0.466666666667,False
272,7511,76,14,257,39,12,45,1,1,0.533333333333,True
272,7529,25,52,28,0,1,267,38,12,0.533333333333,True
30,1197,6,1,79,21,3,33,5,10,0.466666666667,False
30,1177,31,10,64,6,10,156,13,3,0.466666666667,False
30,532,2,1,31,2,1,1,0,1,0.466666666667,False
30,541,3,0,1,0,1,31,0,1,0.466666666667,False
17,1413,23,18,61,24,7,178,0,5,0.466666666667,False
17,1397,36,19,175,0,5,60,24,7,0.466666666667,False
30,1048,34,6,110,24,9,30,0,4,0.533333333333,True
30,1047,46,35,29,1,4,110,18,9,0.533333333333,True
18,3986,8,0,266,31,18,239,17,13,0.6,True
18,4013,2,1,230,30,13,303,21,20,0.6,True
30,1276,20,20,80,4,11,41,0,5,0.533333333333,True
30,1301,26,16,41,0,5,73,1,12,0.533333333333,True
19,1750,8,5,74,9,5,29,0,0,0.533333333333,True
19,1753,13,5,22,0,0,75,6,5,0.533333333333,True
20,810,26,2,68,3,3,15,0,1,0.533333333333,True
20,813,5,35,14,0,1,68,3,3,0.533333333333,True
16,3074,85,133,158,4,21,281,47,12,0.466666666667,False
16,3073,149,45,279,55,12,159,1,21,0.466666666667,False
30,474,14,10,43,10,6,10,0,1,0.533333333333,True
30,503,12,17,11,0,1,44,4,6,0.533333333333,True
29,715,39,8,75,7,1,19,0,1,0.533333333333,True
29,733,18,55,21,0,1,81,7,1,0.533333333333,True
27,669,46,9,79,7,3,19,0,1,0.533333333333,True
27,686,13,72,17,1,1,79,7,3,0.533333333333,True
27,1871,87,22,199,10,11,121,1,10,0.533333333333,True
